ligand_name,smiles,denticity,bite_angle,linear_selectivity,temperature,solvent,reference,ligand_class,MW,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumRings,P_atoms,O_atoms,HeavyAtoms
PCy3,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,100,toluene,"Adv. Synth. Catal. 2004, 346, 877",phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_70C_toluene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,21,70,toluene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_70C_THF,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,20,70,THF,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_70C_hexane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,23,70,hexane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_70C_benzene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,17,70,benzene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_70C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,20,70,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_80C_toluene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,19,80,toluene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_80C_THF,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,16,80,THF,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_80C_dioxane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,21,80,dioxane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_80C_hexane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,80,hexane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_80C_benzene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,80,benzene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_80C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,19,80,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_90C_toluene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,17,90,toluene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_90C_hexane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,90,hexane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_90C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,16,90,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_100C_dioxane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,15,100,dioxane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_100C_hexane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,100,hexane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_100C_benzene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,100,benzene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_100C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,17,100,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_110C_toluene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,17,110,toluene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_110C_THF,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,17,110,THF,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_110C_dioxane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,15,110,dioxane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_110C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,19,110,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_120C_toluene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,16,120,toluene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_120C_dioxane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,18,120,dioxane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_120C_hexane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,16,120,hexane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_120C_benzene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,16,120,benzene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_120C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,14,120,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_130C_toluene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,14,130,toluene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_130C_THF,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,17,130,THF,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_130C_hexane,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,15,130,hexane,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
PCy3_130C_xylene,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,1,,12,130,xylene,This work / SAR Modeling,phosphine,280.436,6.466400000000006,0.0,0,0,3,3,1,0,19
P(iPr)3,CC(C)P(C(C)C)C(C)C,1,,15,100,toluene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_70C_toluene,CC(C)P(C(C)C)C(C)C,1,,16,70,toluene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_70C_THF,CC(C)P(C(C)C)C(C)C,1,,17,70,THF,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_70C_dioxane,CC(C)P(C(C)C)C(C)C,1,,14,70,dioxane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_70C_hexane,CC(C)P(C(C)C)C(C)C,1,,18,70,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_70C_benzene,CC(C)P(C(C)C)C(C)C,1,,12,70,benzene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_70C_xylene,CC(C)P(C(C)C)C(C)C,1,,19,70,xylene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_80C_toluene,CC(C)P(C(C)C)C(C)C,1,,15,80,toluene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_80C_THF,CC(C)P(C(C)C)C(C)C,1,,16,80,THF,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_80C_hexane,CC(C)P(C(C)C)C(C)C,1,,17,80,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_80C_benzene,CC(C)P(C(C)C)C(C)C,1,,18,80,benzene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_90C_dioxane,CC(C)P(C(C)C)C(C)C,1,,13,90,dioxane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_90C_hexane,CC(C)P(C(C)C)C(C)C,1,,16,90,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_100C_THF,CC(C)P(C(C)C)C(C)C,1,,13,100,THF,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_100C_hexane,CC(C)P(C(C)C)C(C)C,1,,16,100,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_100C_xylene,CC(C)P(C(C)C)C(C)C,1,,16,100,xylene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_110C_toluene,CC(C)P(C(C)C)C(C)C,1,,13,110,toluene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_110C_THF,CC(C)P(C(C)C)C(C)C,1,,15,110,THF,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_110C_hexane,CC(C)P(C(C)C)C(C)C,1,,13,110,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_110C_xylene,CC(C)P(C(C)C)C(C)C,1,,12,110,xylene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_120C_toluene,CC(C)P(C(C)C)C(C)C,1,,15,120,toluene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_120C_THF,CC(C)P(C(C)C)C(C)C,1,,14,120,THF,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_120C_dioxane,CC(C)P(C(C)C)C(C)C,1,,15,120,dioxane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_120C_hexane,CC(C)P(C(C)C)C(C)C,1,,18,120,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_120C_benzene,CC(C)P(C(C)C)C(C)C,1,,12,120,benzene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_120C_xylene,CC(C)P(C(C)C)C(C)C,1,,14,120,xylene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_130C_toluene,CC(C)P(C(C)C)C(C)C,1,,14,130,toluene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_130C_THF,CC(C)P(C(C)C)C(C)C,1,,12,130,THF,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_130C_hexane,CC(C)P(C(C)C)C(C)C,1,,12,130,hexane,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_130C_benzene,CC(C)P(C(C)C)C(C)C,1,,13,130,benzene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(iPr)3_130C_xylene,CC(C)P(C(C)C)C(C)C,1,,16,130,xylene,This work / SAR Modeling,phosphine,160.24099999999999,3.693500000000003,0.0,0,0,3,0,1,0,10
P(tBu)3,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,100,toluene,"US Patent 3,903,120",phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_70C_dioxane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,14,70,dioxane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_70C_hexane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,16,70,hexane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_70C_benzene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,15,70,benzene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_80C_toluene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,13,80,toluene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_80C_dioxane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,80,dioxane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_80C_hexane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,80,hexane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_80C_benzene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,13,80,benzene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_90C_toluene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,90,toluene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_90C_THF,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,13,90,THF,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_90C_dioxane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,90,dioxane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_90C_hexane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,16,90,hexane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_90C_benzene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,14,90,benzene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_90C_xylene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,90,xylene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_100C_benzene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,100,benzene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_110C_THF,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,110,THF,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_110C_dioxane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,110,dioxane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_110C_xylene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,110,xylene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_120C_toluene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,120,toluene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_120C_THF,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,120,THF,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_120C_dioxane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,13,120,dioxane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_120C_hexane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,120,hexane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_120C_benzene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,13,120,benzene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_120C_xylene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,14,120,xylene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_130C_toluene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,130,toluene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_130C_THF,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,130,THF,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_130C_hexane,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,12,130,hexane,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(tBu)3_130C_benzene,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1,,15,130,benzene,This work / SAR Modeling,phosphine,202.32199999999997,4.863800000000005,0.0,0,0,0,0,1,0,13
P(nBu)3,CCCCP(CCCC)CCCC,1,,22,100,toluene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_70C_toluene,CCCCP(CCCC)CCCC,1,,22,70,toluene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_70C_THF,CCCCP(CCCC)CCCC,1,,25,70,THF,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_70C_hexane,CCCCP(CCCC)CCCC,1,,27,70,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_80C_toluene,CCCCP(CCCC)CCCC,1,,22,80,toluene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_80C_dioxane,CCCCP(CCCC)CCCC,1,,23,80,dioxane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_80C_hexane,CCCCP(CCCC)CCCC,1,,23,80,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_80C_xylene,CCCCP(CCCC)CCCC,1,,25,80,xylene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_90C_toluene,CCCCP(CCCC)CCCC,1,,23,90,toluene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_90C_THF,CCCCP(CCCC)CCCC,1,,22,90,THF,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_90C_dioxane,CCCCP(CCCC)CCCC,1,,25,90,dioxane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_90C_hexane,CCCCP(CCCC)CCCC,1,,25,90,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_90C_benzene,CCCCP(CCCC)CCCC,1,,26,90,benzene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_90C_xylene,CCCCP(CCCC)CCCC,1,,26,90,xylene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_100C_THF,CCCCP(CCCC)CCCC,1,,21,100,THF,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_100C_dioxane,CCCCP(CCCC)CCCC,1,,22,100,dioxane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_100C_hexane,CCCCP(CCCC)CCCC,1,,24,100,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_100C_benzene,CCCCP(CCCC)CCCC,1,,23,100,benzene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_100C_xylene,CCCCP(CCCC)CCCC,1,,27,100,xylene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_110C_toluene,CCCCP(CCCC)CCCC,1,,20,110,toluene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_110C_THF,CCCCP(CCCC)CCCC,1,,19,110,THF,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_110C_dioxane,CCCCP(CCCC)CCCC,1,,24,110,dioxane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_110C_hexane,CCCCP(CCCC)CCCC,1,,23,110,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_110C_benzene,CCCCP(CCCC)CCCC,1,,18,110,benzene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_110C_xylene,CCCCP(CCCC)CCCC,1,,23,110,xylene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_120C_dioxane,CCCCP(CCCC)CCCC,1,,20,120,dioxane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_120C_hexane,CCCCP(CCCC)CCCC,1,,24,120,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_120C_benzene,CCCCP(CCCC)CCCC,1,,17,120,benzene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_120C_xylene,CCCCP(CCCC)CCCC,1,,18,120,xylene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_130C_toluene,CCCCP(CCCC)CCCC,1,,18,130,toluene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_130C_THF,CCCCP(CCCC)CCCC,1,,16,130,THF,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_130C_dioxane,CCCCP(CCCC)CCCC,1,,19,130,dioxane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_130C_hexane,CCCCP(CCCC)CCCC,1,,24,130,hexane,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_130C_benzene,CCCCP(CCCC)CCCC,1,,14,130,benzene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(nBu)3_130C_xylene,CCCCP(CCCC)CCCC,1,,18,130,xylene,This work / SAR Modeling,phosphine,202.32199999999995,4.868600000000004,0.0,0,0,9,0,1,0,13
P(2-Cl-Ph)3,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,35,100,toluene,"J. Chem. Soc., Chem. Commun. 1973, 876",phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_70C_toluene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,40,70,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_70C_THF,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,37,70,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_70C_dioxane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,38,70,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_70C_xylene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,40,70,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_80C_toluene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,38,80,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_80C_THF,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,36,80,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_80C_hexane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,40,80,hexane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_80C_xylene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,38,80,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_90C_toluene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,40,90,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_90C_benzene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,35,90,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_90C_xylene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,37,90,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_100C_toluene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,33,100,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
